EXPERIMENT,YEAR,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF
13YT004050,2013,3120,V152325,FAM01215,False,3.4,2,72.637554,2014
13YT004050,2013,3120,V155843,FAM13991,True,3,1,59.8625651,2011
13YT004050,2013,3120,V155843,FAM13991,True,3,2,66.4740765,2011
13YT004050,2013,3130,V103142,FAM00460,True,3.1,1,77.7915054,.
13YT004050,2013,3130,V103142,FAM00460,True,3.1,2,66.2351152,.
13YT004050,2013,3130,V103154,FAM15540,True,2.9,1,55.6668383,.
13YT004050,2013,3130,V103154,FAM15540,True,2.9,2,57.8030664,.
13YT004050,2013,3130,V114557,FAM13840,False,3,1,59.2884334,.
13YT004050,2013,3130,V114557,FAM13840,False,3,2,75.751189,.
13YT004050,2013,3130,V114589,FAM11189,False,3.1,1,53.6607229,2014
13YT004050,2013,3130,V114589,FAM11189,False,3.1,2,62.077753,2014
13YT004050,2013,3130,V114688,FAM06758,False,3.2,1,69.68169,2014
13YT004050,2013,3130,V114688,FAM06758,False,3.2,2,76.9207166,2014
13YT004050,2013,3130,V152313,FAM01245,False,3.1,1,53.5262979,.
13YT004050,2013,3130,V152313,FAM01245,False,3.1,2,67.8015238,.
13YT004050,2013,3130,V152324,FAM01215,False,3.5,1,67.163451,2014
13YT004050,2013,3130,V152324,FAM01215,False,3.5,2,76.0499278,2014
13YT004050,2013,3130,V152325,FAM01215,False,3.4,1,52.9416084,2014
13YT004050,2013,3130,V152325,FAM01215,False,3.4,2,80.4356936,2014
13YT004050,2013,3130,V155843,FAM13991,True,3,1,56.5695976,2011
13YT004050,2013,3130,V155843,FAM13991,True,3,2,63.782899,2011
13YT004050,2013,3140,V103142,FAM00460,True,3.1,1,69.1374471,.
13YT004050,2013,3140,V103142,FAM00460,True,3.1,2,73.9798713,.
13YT004050,2013,3140,V103154,FAM15540,True,2.9,1,67.4792903,.
13YT004050,2013,3140,V103154,FAM15540,True,2.9,2,72.0036448,.
13YT004050,2013,3140,V114557,FAM13840,False,3,1,73.5081941,.
13YT004050,2013,3140,V114557,FAM13840,False,3,2,76.1610069,.
13YT004050,2013,3140,V114589,FAM11189,False,3.1,1,76.3018261,2014
13YT004050,2013,3140,V114589,FAM11189,False,3.1,2,83.8012268,2014
13YT004050,2013,3140,V114688,FAM06758,False,3.2,1,79.562823,2014
13YT004050,2013,3140,V114688,FAM06758,False,3.2,2,80.8218682,2014
13YT004050,2013,3140,V152313,FAM01245,False,3.1,2,70.0167118,.
13YT004050,2013,3140,V152324,FAM01215,False,3.5,1,73.9798713,2014
13YT004050,2013,3140,V152324,FAM01215,False,3.5,2,86.5883159,2014
13YT004050,2013,3140,V152325,FAM01215,False,3.4,1,79.5797748,2014
13YT004050,2013,3140,V152325,FAM01215,False,3.4,2,84.2877741,2014
13YT004050,2013,3140,V155843,FAM13991,True,3,1,77.398788,2011
13YT004050,2013,3140,V155843,FAM13991,True,3,2,69.852398,2011
13YT004050,2013,3202,V103142,FAM00460,True,3.1,1,53.2555147,.
13YT004050,2013,3202,V103142,FAM00460,True,3.1,2,51.0294717,.
13YT004050,2013,3202,V103154,FAM15540,True,2.9,1,44.2897806,.
13YT004050,2013,3202,V103154,FAM15540,True,2.9,2,41.8445534,.
13YT004050,2013,3202,V114557,FAM13840,False,3,1,40.788038,.
13YT004050,2013,3202,V114557,FAM13840,False,3,2,46.0454847,.
13YT004050,2013,3202,V114589,FAM11189,False,3.1,1,55.7056491,2014
13YT004050,2013,3202,V114589,FAM11189,False,3.1,2,52.5758058,2014
13YT004050,2013,3202,V114688,FAM06758,False,3.2,1,46.872853,2014
13YT004050,2013,3202,V114688,FAM06758,False,3.2,2,45.2993068,2014
13YT004050,2013,3202,V152313,FAM01245,False,3.1,1,43.2653845,.
13YT004050,2013,3202,V152313,FAM01245,False,3.1,2,49.5002381,.
13YT004050,2013,3202,V152324,FAM01215,False,3.5,1,55.2402172,2014
13YT004050,2013,3202,V152324,FAM01215,False,3.5,2,51.9750567,2014
13YT004050,2013,3202,V152325,FAM01215,False,3.4,1,50.246416,2014
13YT004050,2013,3202,V152325,FAM01215,False,3.4,2,47.9168776,2014
13YT004050,2013,3202,V155843,FAM13991,True,3,1,39.6602951,2011
13YT004050,2013,3202,V155843,FAM13991,True,3,2,53.8489775,2011
13YT004050,2013,3250,V103142,FAM00460,True,3.1,1,57.4592713,.
13YT004050,2013,3250,V103142,FAM00460,True,3.1,2,54.4524032,.
13YT004050,2013,3250,V103154,FAM15540,True,2.9,1,56.5263259,.
13YT004050,2013,3250,V103154,FAM15540,True,2.9,2,53.5172272,.
13YT004050,2013,3250,V114557,FAM13840,False,3,1,53.311426,.
13YT004050,2013,3250,V114557,FAM13840,False,3,2,67.7282146,.
13YT004050,2013,3250,V114589,FAM11189,False,3.1,1,52.0651691,2014
13YT004050,2013,3250,V114589,FAM11189,False,3.1,2,59.3250136,2014
13YT004050,2013,3250,V114688,FAM06758,False,3.2,1,55.5933804,2014
13YT004050,2013,3250,V114688,FAM06758,False,3.2,2,67.0010703,2014
13YT004050,2013,3250,V152313,FAM01245,False,3.1,1,58.7031491,.
13YT004050,2013,3250,V152313,FAM01245,False,3.1,2,53.5172272,.
13YT004050,2013,3250,V152324,FAM01215,False,3.5,1,64.7191159,2014
13YT004050,2013,3250,V152324,FAM01215,False,3.5,2,67.0010703,2014
13YT004050,2013,3250,V152325,FAM01215,False,3.4,1,56.4211948,2014
13YT004050,2013,3250,V152325,FAM01215,False,3.4,2,64.9271476,2014
13YT004050,2013,3250,V155843,FAM13991,True,3,1,51.3404039,2011
13YT004050,2013,3250,V155843,FAM13991,True,3,2,64.0971027,2011
13YT004050,2013,3260,V103142,FAM00460,True,3.1,1,71.4851269,.
13YT004050,2013,3260,V103142,FAM00460,True,3.1,2,70.0321766,.
13YT004050,2013,3260,V103154,FAM15540,True,2.9,1,56.2942047,.
13YT004050,2013,3260,V103154,FAM15540,True,2.9,2,61.4332861,.
13YT004050,2013,3260,V114557,FAM13840,False,3,1,63.3318911,.
13YT004050,2013,3260,V114557,FAM13840,False,3,2,74.053478,.
13YT004050,2013,3260,V114589,FAM11189,False,3.1,1,68.1337202,2014
13YT004050,2013,3260,V114589,FAM11189,False,3.1,2,71.3741965,2014
13YT004050,2013,3260,V114688,FAM06758,False,3.2,1,63.7775458,2014
13YT004050,2013,3260,V114688,FAM06758,False,3.2,2,72.8246189,2014
13YT004050,2013,3260,V152313,FAM01245,False,3.1,1,59.8697027,.
13YT004050,2013,3260,V152313,FAM01245,False,3.1,2,65.1171866,.
13YT004050,2013,3260,V152324,FAM01215,False,3.5,1,71.1501052,2014
13YT004050,2013,3260,V152324,FAM01215,False,3.5,2,74.053478,2014
13YT004050,2013,3260,V152325,FAM01215,False,3.4,1,71.1501052,2014
13YT004050,2013,3260,V152325,FAM01215,False,3.4,2,72.9379286,2014
13YT004050,2013,3260,V155843,FAM13991,True,3,1,64.8954745,2011
13YT004050,2013,3260,V155843,FAM13991,True,3,2,67.1289525,2011
13YT004050,2013,3270,V103142,FAM00460,True,3.1,1,73.1199377,.
13YT004050,2013,3270,V103142,FAM00460,True,3.1,2,69.2830246,.
13YT004050,2013,3270,V103154,FAM15540,True,2.9,1,62.1260806,.
13YT004050,2013,3270,V103154,FAM15540,True,2.9,2,63.889071,.
13YT004050,2013,3270,V114557,FAM13840,False,3,1,68.556029,.
13YT004050,2013,3270,V114557,FAM13840,False,3,2,73.43087,.
13YT004050,2013,3270,V114589,FAM11189,False,3.1,1,73.9499826,2014
13YT004050,2013,3270,V114589,FAM11189,False,3.1,2,78.51404,2014
13YT004050,2013,3270,V114688,FAM06758,False,3.2,1,73.9499826,2014
13YT004050,2013,3270,V114688,FAM06758,False,3.2,2,82.869917,2014
13YT004050,2013,3270,V152313,FAM01245,False,3.1,1,63.0590261,.
13YT004050,2013,3270,V152313,FAM01245,False,3.1,2,68.1420474,.
13YT004050,2013,3270,V152324,FAM01215,False,3.5,1,79.5521166,2014
13YT004050,2013,3270,V152324,FAM01215,False,3.5,2,80.8988949,2014
13YT004050,2013,3270,V152325,FAM01215,False,3.4,1,72.2898928,2014
13YT004050,2013,3270,V152325,FAM01215,False,3.4,2,81.1069266,2014
13YT004050,2013,3270,V155843,FAM13991,True,3,1,68.556029,2011
13YT004050,2013,3270,V155843,FAM13991,True,3,2,70.6321822,2011
13YT004050,2013,3280,V103142,FAM00460,True,3.1,1,54.9521848,.
13YT004050,2013,3280,V103142,FAM00460,True,3.1,2,44.444875,.
13YT004050,2013,3280,V103154,FAM15540,True,2.9,1,46.7005094,.
13YT004050,2013,3280,V103154,FAM15540,True,2.9,2,45.0924647,.
13YT004050,2013,3280,V114557,FAM13840,False,3,1,56.1612667,.
13YT004050,2013,3280,V114557,FAM13840,False,3,2,48.0105588,.
13YT004050,2013,3280,V114589,FAM11189,False,3.1,1,51.8740892,2014
13YT004050,2013,3280,V114589,FAM11189,False,3.1,2,47.9907817,2014
13YT004050,2013,3280,V114688,FAM06758,False,3.2,1,51.4062782,2014
13YT004050,2013,3280,V114688,FAM06758,False,3.2,2,59.3476161,2014
13YT004050,2013,3280,V152313,FAM01245,False,3.1,1,54.5557499,.
13YT004050,2013,3280,V152313,FAM01245,False,3.1,2,45.0752155,.
13YT004050,2013,3280,V152324,FAM01215,False,3.5,1,49.8917659,2014
13YT004050,2013,3280,V152324,FAM01215,False,3.5,2,52.2607099,2014
13YT004050,2013,3280,V152325,FAM01215,False,3.4,1,51.3372812,2014
13YT004050,2013,3280,V152325,FAM01215,False,3.4,2,49.017557,2014
13YT004050,2013,3280,V155843,FAM13991,True,3,1,47.3849768,2011
13YT004050,2013,3280,V155843,FAM13991,True,3,2,43.2481352,2011
13YT004050,2013,3310,V103142,FAM00460,True,3.1,1,76.2868073,.
13YT004050,2013,3310,V103142,FAM00460,True,3.1,2,66.7940795,.
13YT004050,2013,3310,V103154,FAM15540,True,2.9,1,61.6549982,.
13YT004050,2013,3310,V103154,FAM15540,True,2.9,2,64.7823135,.
13YT004050,2013,3310,V114557,FAM13840,False,3,1,60.0912661,.
13YT004050,2013,3310,V114557,FAM13840,False,3,2,63.5534545,.
13YT004050,2013,3310,V114589,FAM11189,False,3.1,1,78.1854124,2014
13YT004050,2013,3310,V114589,FAM11189,False,3.1,2,76.0652439,2014
13YT004050,2013,3310,V114688,FAM06758,False,3.2,1,72.4897459,2014
13YT004050,2013,3310,V114688,FAM06758,False,3.2,2,76.8457717,2014
13YT004050,2013,3310,V152313,FAM01245,False,3.1,1,71.0369443,.
13YT004050,2013,3310,V152313,FAM01245,False,3.1,2,60.4261391,.
13YT004050,2013,3310,V152324,FAM01215,False,3.5,1,73.2728016,2014
13YT004050,2013,3310,V152324,FAM01215,False,3.5,2,68.5819028,2014
13YT004050,2013,3310,V152325,FAM01215,False,3.4,1,81.8716921,2014
13YT004050,2013,3310,V152325,FAM01215,False,3.4,2,77.4048847,2014
13YT004050,2013,3310,V155843,FAM13991,True,3,1,68.1337202,2011
13YT004050,2013,3310,V155843,FAM13991,True,3,2,62.9970181,2011
13YT004050,2013,3320,V103142,FAM00460,True,3.1,1,47.6927863,.
13YT004050,2013,3320,V103142,FAM00460,True,3.1,2,51.9380303,.
13YT004050,2013,3320,V103154,FAM15540,True,2.9,1,45.6833996,.
13YT004050,2013,3320,V103154,FAM15540,True,2.9,2,45.4593083,.
13YT004050,2013,3320,V114557,FAM13840,False,3,1,56.518296,.
13YT004050,2013,3320,V114557,FAM13840,False,3,2,58.0818794,.
13YT004050,2013,3320,V114589,FAM11189,False,3.1,1,63.2185815,2014
13YT004050,2013,3320,V114589,FAM11189,False,3.1,2,48.1409689,2014
13YT004050,2013,3320,V114688,FAM06758,False,3.2,1,54.619691,2014
13YT004050,2013,3320,V114688,FAM06758,False,3.2,2,47.6927863,2014
13YT004050,2013,3320,V152313,FAM01245,False,3.1,1,53.6125441,.
13YT004050,2013,3320,V152313,FAM01245,False,3.1,2,54.284818,.
13YT004050,2013,3320,V152324,FAM01215,False,3.5,1,66.6807699,2014
13YT004050,2013,3320,V152324,FAM01215,False,3.5,2,61.5440678,2014
13YT004050,2013,3320,V152325,FAM01215,False,3.4,1,61.2091948,2014
13YT004050,2013,3320,V152325,FAM01215,False,3.4,2,58.9758654,2014
13YT004050,2013,3320,V155843,FAM13991,True,3,1,55.0653457,2011
13YT004050,2013,3320,V155843,FAM13991,True,3,2,50.5985383,2011
13YT004050,2013,3330,V103142,FAM00460,True,3.1,1,74.8365336,.
13YT004050,2013,3330,V103142,FAM00460,True,3.1,2,64.8954745,.
13YT004050,2013,3330,V103154,FAM15540,True,2.9,1,66.3458969,.
13YT004050,2013,3330,V103154,FAM15540,True,2.9,2,59.0866471,.
13YT004050,2013,3330,V114557,FAM13840,False,3,1,66.4592065,.
13YT004050,2013,3330,V114557,FAM13840,False,3,2,73.8293867,.
13YT004050,2013,3330,V114589,FAM11189,False,3.1,1,74.1666389,2014
13YT004050,2013,3330,V114589,FAM11189,False,3.1,2,69.1383393,2014
13YT004050,2013,3330,V114688,FAM06758,False,3.2,1,73.3835833,2014
13YT004050,2013,3330,V114688,FAM06758,False,3.2,2,68.3578115,2014
13YT004050,2013,3330,V152313,FAM01245,False,3.1,1,68.9167759,.
13YT004050,2013,3330,V152313,FAM01245,False,3.1,2,75.8411526,.
13YT004050,2013,3330,V152324,FAM01215,False,3.5,1,66.7940795,2014
13YT004050,2013,3330,V152324,FAM01215,False,3.5,2,63.3318911,2014
13YT004050,2013,3330,V152325,FAM01215,False,3.4,1,71.0369443,2014
13YT004050,2013,3330,V152325,FAM01215,False,3.4,2,74.8365336,2014
13YT004050,2013,3330,V155843,FAM13991,True,3,1,67.2397342,2011
13YT004050,2013,3330,V155843,FAM13991,True,3,2,67.4638255,2011
13YT004050,2013,3340,V103142,FAM00460,True,3.1,1,68.2445019,.
13YT004050,2013,3340,V103142,FAM00460,True,3.1,2,63.8883275,.
13YT004050,2013,3340,V103154,FAM15540,True,2.9,1,67.1289525,.
13YT004050,2013,3340,V103154,FAM15540,True,2.9,2,50.4852287,.
13YT004050,2013,3340,V114557,FAM13840,False,3,1,71.2610356,.
13YT004050,2013,3340,V114557,FAM13840,False,3,2,64.4474405,.
13YT004050,2013,3340,V114589,FAM11189,False,3.1,1,76.9590813,2014
13YT004050,2013,3340,V114589,FAM11189,False,3.1,2,70.1454862,2014
13YT004050,2013,3340,V114688,FAM06758,False,3.2,1,74.5015119,2014
13YT004050,2013,3340,V114688,FAM06758,False,3.2,2,63.7775458,2014
13YT004050,2013,3340,V152313,FAM01245,False,3.1,1,73.0487103,.
13YT004050,2013,3340,V152313,FAM01245,False,3.1,2,66.0110239,.
13YT004050,2013,3340,V152324,FAM01215,False,3.5,1,77.963849,2014
13YT004050,2013,3340,V152324,FAM01215,False,3.5,2,78.8576863,2014
13YT004050,2013,3340,V152325,FAM01215,False,3.4,1,71.7092182,2014
13YT004050,2013,3340,V152325,FAM01215,False,3.4,2,66.0110239,2014
13YT004050,2013,3340,V155843,FAM13991,True,3,1,69.1383393,2011
13YT004050,2013,3340,V155843,FAM13991,True,3,2,59.3107384,2011
13YT004050,2013,3370,V103142,FAM00460,True,3.1,1,41.9013569,.
13YT004050,2013,3370,V103142,FAM00460,True,3.1,2,46.154482,.
13YT004050,2013,3370,V103154,FAM15540,True,2.9,1,40.2414158,.
13YT004050,2013,3370,V103154,FAM15540,True,2.9,2,38.3755248,.
13YT004050,2013,3370,V114557,FAM13840,False,3,1,42.1095373,.
13YT004050,2013,3370,V114557,FAM13840,False,3,2,42.3175689,.
13YT004050,2013,3370,V114589,FAM11189,False,3.1,1,51.6513362,2014
13YT004050,2013,3370,V114589,FAM11189,False,3.1,2,50.6132596,2014
13YT004050,2013,3370,V114688,FAM06758,False,3.2,1,46.3625137,2014
13YT004050,2013,3370,V114688,FAM06758,False,3.2,2,52.5842817,2014
13YT004050,2013,3370,V152313,FAM01245,False,3.1,1,43.2505144,.
13YT004050,2013,3370,V152313,FAM01245,False,3.1,2,46.9845269,.
13YT004050,2013,3370,V152324,FAM01215,False,3.5,1,57.251091,2014
13YT004050,2013,3370,V152324,FAM01215,False,3.5,2,53.9332905,2014
13YT004050,2013,3370,V152325,FAM01215,False,3.4,1,49.2664813,2014
13YT004050,2013,3370,V152325,FAM01215,False,3.4,2,47.9173237,2014
13YT004050,2013,3370,V155843,FAM13991,True,3,1,45.5324688,2011
13YT004050,2013,3370,V155843,FAM13991,True,3,2,45.8434011,2011
13YT004050,2013,3410,V103142,FAM00460,True,3.1,1,57.4788998,.
13YT004050,2013,3410,V103142,FAM00460,True,3.1,2,58.7882057,.
13YT004050,2013,3410,V103154,FAM15540,True,2.9,1,61.1092682,.
13YT004050,2013,3410,V103154,FAM15540,True,2.9,2,53.443918,.
13YT004050,2013,3410,V114557,FAM13840,False,3,1,61.7138835,.
13YT004050,2013,3410,V114557,FAM13840,False,3,2,54.2509143,.
13YT004050,2013,3410,V114589,FAM11189,False,3.1,1,64.7396366,2014
13YT004050,2013,3410,V114589,FAM11189,False,3.1,2,61.6115777,2014
13YT004050,2013,3410,V114688,FAM06758,False,3.2,1,54.0507638,2014
13YT004050,2013,3410,V114688,FAM06758,False,3.2,2,62.4185741,2014
13YT004050,2013,3410,V152313,FAM01245,False,3.1,1,60.7046547,.
13YT004050,2013,3410,V152313,FAM01245,False,3.1,2,61.7138835,.
13YT004050,2013,3410,V152324,FAM01215,False,3.5,1,59.9998155,2014
13YT004050,2013,3410,V152324,FAM01215,False,3.5,2,57.6789016,2014
13YT004050,2013,3410,V152325,FAM01215,False,3.4,1,57.1764434,2014
13YT004050,2013,3410,V152325,FAM01215,False,3.4,2,57.6789016,2014
13YT004050,2013,3410,V155843,FAM13991,True,3,1,61.4115758,2011
13YT004050,2013,3410,V155843,FAM13991,True,3,2,57.8812827,2011
13YT004050,2013,3420,V103142,FAM00460,True,3.1,1,75.6283625,.
13YT004050,2013,3420,V103142,FAM00460,True,3.1,2,68.7723879,.
13YT004050,2013,3420,V103154,FAM15540,True,2.9,1,57.8812827,.
13YT004050,2013,3420,V103154,FAM15540,True,2.9,2,67.0093975,.
13YT004050,2013,3420,V114557,FAM13840,False,3,1,67.9653915,.
13YT004050,2013,3420,V114557,FAM13840,False,3,2,64.1326421,.
