EXPERIMENT,YEAR,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF
12YT002953,2012,3120,V155820,FAM12533,True,2.8,1,63.1077998,2011
12YT002953,2012,3120,V155820,FAM12533,True,2.8,2,83.9943884,2011
12YT002953,2012,3120,V155842,FAM13982,True,2.4,1,72.1548729,2011
12YT002953,2012,3120,V155842,FAM13982,True,2.4,2,79.7489957,2011
12YT002953,2012,3120,V155843,FAM13991,True,3,1,40.8791912,2011
12YT002953,2012,3120,V155843,FAM13991,True,3,2,55.1762761,2011
12YT002953,2012,3340,V103154,FAM15540,True,2.9,1,68.5819028,.
12YT002953,2012,3340,V103154,FAM15540,True,2.9,2,75.2821883,.
12YT002953,2012,3340,V155820,FAM12533,True,2.8,1,86.6759004,2011
12YT002953,2012,3340,V155820,FAM12533,True,2.8,2,66.7940795,2011
12YT002953,2012,3340,V155842,FAM13982,True,2.4,1,72.3789642,2011
12YT002953,2012,3340,V155842,FAM13982,True,2.4,2,65.6761509,2011
12YT002953,2012,3340,V155843,FAM13991,True,3,1,66.9048612,2011
12YT002953,2012,3340,V155843,FAM13991,True,3,2,64.6713831,2011
12YT002954,2012,2280,V103154,FAM15540,True,2.9,1,57.5621719,.
12YT002954,2012,2280,V103154,FAM15540,True,2.9,2,63.6832698,.
12YT002954,2012,2280,V155820,FAM12533,True,2.8,1,62.2313604,2011
12YT002954,2012,2280,V155820,FAM12533,True,2.8,2,65.8600931,2011
12YT002954,2012,2280,V155842,FAM13982,True,2.4,1,68.3502278,2011
12YT002954,2012,2280,V155842,FAM13982,True,2.4,2,66.4821063,2011
12YT002954,2012,2280,V155843,FAM13991,True,3,1,54.0361911,2011
12YT002954,2012,2280,V155843,FAM13991,True,3,2,49.0584496,2011
12YT002954,2012,2290,V103154,FAM15540,True,2.9,1,50.2636653,.
12YT002954,2012,2290,V103154,FAM15540,True,2.9,2,41.8863382,.
12YT002954,2012,2290,V155820,FAM12533,True,2.8,1,48.3650602,2011
12YT002954,2012,2290,V155820,FAM12533,True,2.8,2,48.5867723,2011
12YT002954,2012,2290,V155842,FAM13982,True,2.4,1,39.0938958,2011
12YT002954,2012,2290,V155842,FAM13982,True,2.4,2,51.4923756,2011
12YT002954,2012,2290,V155843,FAM13991,True,3,1,41.5514652,2011
12YT002954,2012,2290,V155843,FAM13991,True,3,2,58.3059707,2011
12YT002954,2012,2460,V103154,FAM15540,True,2.9,1,62.3586478,.
12YT002954,2012,2460,V103154,FAM15540,True,2.9,2,75.6595896,.
12YT002954,2012,2460,V155820,FAM12533,True,2.8,1,78.8252696,2011
12YT002954,2012,2460,V155820,FAM12533,True,2.8,2,79.0120372,2011
12YT002954,2012,2460,V155842,FAM13982,True,2.4,1,77.8315057,2011
12YT002954,2012,2460,V155842,FAM13982,True,2.4,2,66.5580922,2011
12YT002954,2012,2460,V155843,FAM13991,True,3,1,82.8736345,2011
12YT002954,2012,2460,V155843,FAM13991,True,3,2,59.3706646,2011
12YT002954,2012,3120,V103154,FAM15540,True,2.9,1,71.5959086,.
12YT002954,2012,3120,V103154,FAM15540,True,2.9,2,76.2868073,.
12YT002954,2012,3120,V155820,FAM12533,True,2.8,1,66.5699882,2011
12YT002954,2012,3120,V155820,FAM12533,True,2.8,2,57.5229151,2011
12YT002954,2012,3120,V155842,FAM13982,True,2.4,1,68.4685932,2011
12YT002954,2012,3120,V155842,FAM13982,True,2.4,2,73.8293867,2011
12YT002954,2012,3120,V155843,FAM13991,True,3,1,71.9307816,2011
12YT002954,2012,3120,V155843,FAM13991,True,3,2,58.4167524,2011
12YT002954,2012,3340,V103154,FAM15540,True,2.9,1,88.3504141,.
12YT002954,2012,3340,V103154,FAM15540,True,2.9,2,80.7561427,.
12YT002954,2012,3340,V155820,FAM12533,True,2.8,1,64.2257284,2011
12YT002954,2012,3340,V155820,FAM12533,True,2.8,2,62.2139625,2011
12YT002954,2012,3340,V155842,FAM13982,True,2.4,1,69.4732123,2011
12YT002954,2012,3340,V155842,FAM13982,True,2.4,2,68.6926845,2011
12YT002954,2012,3340,V155843,FAM13991,True,3,1,79.7489957,2011
12YT002954,2012,3340,V155843,FAM13991,True,3,2,68.5819028,2011
12YT002955,2012,2280,V103154,FAM15540,True,2.9,1,51.8593679,.
12YT002955,2012,2280,V103154,FAM15540,True,2.9,2,64.3052831,.
12YT002955,2012,2280,V155820,FAM12533,True,2.8,1,66.8981697,2011
12YT002955,2012,2280,V155820,FAM12533,True,2.8,2,60.9851034,2011
12YT002955,2012,2280,V155842,FAM13982,True,2.4,1,71.1489156,2011
12YT002955,2012,2280,V155842,FAM13982,True,2.4,2,62.7480939,2011
12YT002955,2012,2280,V155843,FAM13991,True,3,1,70.5270511,2011
12YT002955,2012,2280,V155843,FAM13991,True,3,2,63.3699584,2011
12YT002955,2012,2290,V103154,FAM15540,True,2.9,1,65.4545875,.
12YT002955,2012,2290,V103154,FAM15540,True,2.9,2,49.5937706,.
12YT002955,2012,2290,V155820,FAM12533,True,2.8,1,62.5488355,2011
12YT002955,2012,2290,V155820,FAM12533,True,2.8,2,51.7140877,2011
12YT002955,2012,2290,V155842,FAM13982,True,2.4,1,47.1363499,2011
12YT002955,2012,2290,V155842,FAM13982,True,2.4,2,56.0701134,2011
12YT002955,2012,2290,V155843,FAM13991,True,3,1,52.1621216,2011
12YT002955,2012,2290,V155843,FAM13991,True,3,2,58.3059707,2011
12YT002955,2012,2460,V103154,FAM15540,True,2.9,1,83.3426352,.
12YT002955,2012,2460,V103154,FAM15540,True,2.9,2,78.167271,.
12YT002955,2012,2460,V155820,FAM12533,True,2.8,1,91.7861339,2011
12YT002955,2012,2460,V155820,FAM12533,True,2.8,2,82.6357141,2011
12YT002955,2012,2460,V155842,FAM13982,True,2.4,1,76.1553563,2011
12YT002955,2012,2460,V155842,FAM13982,True,2.4,2,75.4862051,2011
12YT002955,2012,2460,V155843,FAM13991,True,3,1,70.939843,2011
12YT002955,2012,2460,V155843,FAM13991,True,3,2,70.2018436,2011
12YT002955,2012,3120,V103154,FAM15540,True,2.9,1,60.5394487,.
12YT002955,2012,3120,V103154,FAM15540,True,2.9,2,51.044193,.
12YT002955,2012,3120,V155820,FAM12533,True,2.8,1,59.7563931,2011
12YT002955,2012,3120,V155820,FAM12533,True,2.8,2,31.1623721,2011
12YT002955,2012,3120,V155842,FAM13982,True,2.4,1,52.1621216,2011
12YT002955,2012,3120,V155842,FAM13982,True,2.4,2,70.5911409,2011
12YT002955,2012,3120,V155843,FAM13991,True,3,1,51.044193,2011
12YT002955,2012,3120,V155843,FAM13991,True,3,2,53.5017624,2011
12YT002955,2012,3340,V103154,FAM15540,True,2.9,1,79.303341,.
12YT002955,2012,3340,V103154,FAM15540,True,2.9,2,93.3763346,.
12YT002955,2012,3340,V155820,FAM12533,True,2.8,1,73.0487103,2011
12YT002955,2012,3340,V155820,FAM12533,True,2.8,2,73.8293867,2011
12YT002955,2012,3340,V155842,FAM13982,True,2.4,1,71.4851269,2011
12YT002955,2012,3340,V155842,FAM13982,True,2.4,2,80.9778548,2011
12YT002955,2012,3340,V155843,FAM13991,True,3,1,73.0487103,2011
12YT002955,2012,3340,V155843,FAM13991,True,3,2,79.973087,2011
12YT002956,2012,2280,V103154,FAM15540,True,2.9,1,59.4302934,.
12YT002956,2012,2280,V103154,FAM15540,True,2.9,2,62.8532249,.
12YT002956,2012,2280,V155820,FAM12533,True,2.8,1,72.9141365,2011
12YT002956,2012,2280,V155820,FAM12533,True,2.8,2,59.3250136,2011
12YT002956,2012,2280,V155842,FAM13982,True,2.4,1,56.3182942,2011
12YT002956,2012,2280,V155842,FAM13982,True,2.4,2,71.2540467,2011
12YT002956,2012,2280,V155843,FAM13991,True,3,1,55.5933804,2011
12YT002956,2012,2280,V155843,FAM13991,True,3,2,53.8281595,2011
12YT002956,2012,2290,V103154,FAM15540,True,2.9,1,49.2565183,.
12YT002956,2012,2290,V103154,FAM15540,True,2.9,2,62.8837085,.
12YT002956,2012,2290,V155820,FAM12533,True,2.8,1,61.3201252,2011
12YT002956,2012,2290,V155820,FAM12533,True,2.8,2,55.7352404,2011
12YT002956,2012,2290,V155842,FAM13982,True,2.4,1,51.6031573,2011
12YT002956,2012,2290,V155842,FAM13982,True,2.4,2,47.0230403,2011
12YT002956,2012,2290,V155843,FAM13991,True,3,1,57.0772604,2011
12YT002956,2012,2290,V155843,FAM13991,True,3,2,47.0230403,2011
12YT002956,2012,2460,V103154,FAM15540,True,2.9,1,73.6698313,.
12YT002956,2012,2460,V103154,FAM15540,True,2.9,2,66.9137832,.
12YT002956,2012,2460,V155820,FAM12533,True,2.8,1,80.5281851,2011
12YT002956,2012,2460,V155820,FAM12533,True,2.8,2,71.1822245,2011
12YT002956,2012,2460,V155842,FAM13982,True,2.4,1,81.5574884,2011
12YT002956,2012,2460,V155842,FAM13982,True,2.4,2,65.2153287,2011
12YT002956,2012,2460,V155843,FAM13991,True,3,1,66.1400957,2011
12YT002956,2012,2460,V155843,FAM13991,True,3,2,85.9370088,2011
12YT002956,2012,3120,V103154,FAM15540,True,2.9,1,60.6502304,.
12YT002956,2012,3120,V103154,FAM15540,True,2.9,2,43.1151972,.
12YT002956,2012,3120,V155820,FAM12533,True,2.8,1,44.0090345,2011
12YT002956,2012,3120,V155820,FAM12533,True,2.8,2,46.3532943,2011
12YT002956,2012,3120,V155842,FAM13982,True,2.4,1,56.853169,2011
12YT002956,2012,3120,V155842,FAM13982,True,2.4,2,33.7307232,2011
12YT002956,2012,3120,V155843,FAM13991,True,3,1,54.619691,2011
12YT002956,2012,3120,V155843,FAM13991,True,3,2,51.8272486,2011
12YT002956,2012,3340,V103154,FAM15540,True,2.9,1,85.3338805,.
12YT002956,2012,3340,V103154,FAM15540,True,2.9,2,79.4141227,.
12YT002956,2012,3340,V155820,FAM12533,True,2.8,1,76.5108986,2011
12YT002956,2012,3340,V155820,FAM12533,True,2.8,2,73.2728016,2011
12YT002956,2012,3340,V155842,FAM13982,True,2.4,1,68.3578115,2011
12YT002956,2012,3340,V155842,FAM13982,True,2.4,2,70.3670496,2011
12YT002956,2012,3340,V155843,FAM13991,True,3,1,71.0369443,2011
12YT002956,2012,3340,V155843,FAM13991,True,3,2,84.442571,2011
12YT002957,2012,2200,V103154,FAM15540,True,2.9,1,73.3052182,.
12YT002957,2012,2200,V103154,FAM15540,True,2.9,2,74.7914774,.
12YT002957,2012,2200,V155820,FAM12533,True,2.8,1,73.6161505,2011
12YT002957,2012,2200,V155820,FAM12533,True,2.8,2,77.4209443,2011
12YT002957,2012,2200,V155842,FAM13982,True,2.4,1,73.7534008,2011
12YT002957,2012,2200,V155842,FAM13982,True,2.4,2,67.5292536,2011
12YT002957,2012,2200,V155843,FAM13991,True,3,1,80.4278125,2011
12YT002957,2012,2200,V155843,FAM13991,True,3,2,72.9301961,2011
12YT002957,2012,2260,V103154,FAM15540,True,2.9,1,67.1289525,.
12YT002957,2012,2260,V103154,FAM15540,True,2.9,2,58.0818794,.
12YT002957,2012,2260,V155820,FAM12533,True,2.8,1,57.7470064,2011
12YT002957,2012,2260,V155820,FAM12533,True,2.8,2,55.7352404,2011
12YT002957,2012,2260,V155842,FAM13982,True,2.4,1,59.5323018,2011
12YT002957,2012,2260,V155842,FAM13982,True,2.4,2,55.4003674,2011
12YT002957,2012,2260,V155843,FAM13991,True,3,1,63.6667641,2011
12YT002957,2012,2260,V155843,FAM13991,True,3,2,65.9002422,2011
12YT002957,2012,2450,V103154,FAM15540,True,2.9,1,68.1810069,.
12YT002957,2012,2450,V103154,FAM15540,True,2.9,2,78.5895797,.
12YT002957,2012,2450,V155820,FAM12533,True,2.8,1,59.2062021,2011
12YT002957,2012,2450,V155820,FAM12533,True,2.8,2,66.6670895,2011
12YT002957,2012,2450,V155842,FAM13982,True,2.4,1,51.1585435,2011
12YT002957,2012,2450,V155842,FAM13982,True,2.4,2,66.9048612,2011
12YT002957,2012,2450,V155843,FAM13991,True,3,1,73.222987,2011
12YT002957,2012,2450,V155843,FAM13991,True,3,2,59.1038963,2011
12YT002957,2012,3340,V103154,FAM15540,True,2.9,1,81.8716921,.
12YT002957,2012,3340,V103154,FAM15540,True,2.9,2,88.9093785,.
12YT002957,2012,3340,V155820,FAM12533,True,2.8,1,77.963849,2011
12YT002957,2012,3340,V155820,FAM12533,True,2.8,2,74.6124423,2011
12YT002957,2012,3340,V155842,FAM13982,True,2.4,1,75.1714066,2011
12YT002957,2012,3340,V155842,FAM13982,True,2.4,2,77.6288273,2011
12YT002957,2012,3340,V155843,FAM13991,True,3,1,80.0863966,2011
12YT002957,2012,3340,V155843,FAM13991,True,3,2,78.4095037,2011
12YT002959,2012,2200,V103142,FAM00460,True,3.1,1,65.8761527,.
12YT002959,2012,2200,V103142,FAM00460,True,3.1,2,58.8928906,.
12YT002959,2012,2200,V155820,FAM12533,True,2.8,1,80.6038736,2011
12YT002959,2012,2200,V155820,FAM12533,True,2.8,2,76.9819811,2011
12YT002959,2012,2200,V155842,FAM13982,True,2.4,1,77.0871122,2011
12YT002959,2012,2200,V155842,FAM13982,True,2.4,2,66.4043361,2011
12YT002959,2012,2200,V155843,FAM13991,True,3,1,67.4560931,2011
12YT002959,2012,2200,V155843,FAM13991,True,3,2,71.1764252,2011
12YT002959,2012,2260,V103142,FAM00460,True,3.1,1,51.044193,.
12YT002959,2012,2260,V103142,FAM00460,True,3.1,2,51.2682843,.
12YT002959,2012,2260,V155820,FAM12533,True,2.8,1,56.518296,2011
12YT002959,2012,2260,V155820,FAM12533,True,2.8,2,45.6833996,2011
12YT002959,2012,2260,V155842,FAM13982,True,2.4,1,54.619691,2011
12YT002959,2012,2260,V155842,FAM13982,True,2.4,2,46.5773856,2011
12YT002959,2012,2260,V155843,FAM13991,True,3,1,51.4923756,2011
12YT002959,2012,2260,V155843,FAM13991,True,3,2,49.4806097,2011
12YT002959,2012,2450,V103142,FAM00460,True,3.1,1,80.6193384,.
12YT002959,2012,2450,V103142,FAM00460,True,3.1,2,82.1287948,.
12YT002959,2012,2450,V155820,FAM12533,True,2.8,1,68.0141652,2011
12YT002959,2012,2450,V155820,FAM12533,True,2.8,2,67.1450121,2011
12YT002959,2012,2450,V155842,FAM13982,True,2.4,1,73.2075221,2011
12YT002959,2012,2450,V155842,FAM13982,True,2.4,2,64.881794,2011
12YT002959,2012,2450,V155843,FAM13991,True,3,1,78.6518851,2011
12YT002959,2012,2450,V155843,FAM13991,True,3,2,79.9991096,2011
12YT002959,2012,3260,V103142,FAM00460,True,3.1,1,56.853169,.
12YT002959,2012,3260,V103142,FAM00460,True,3.1,2,67.6879168,.
12YT002959,2012,3260,V155820,FAM12533,True,2.8,1,50.9334113,2011
12YT002959,2012,3260,V155820,FAM12533,True,2.8,2,57.8577881,2011
12YT002959,2012,3260,V155842,FAM13982,True,2.4,1,65.2304962,2011
12YT002959,2012,3260,V155842,FAM13982,True,2.4,2,46.9122586,2011
12YT002959,2012,3260,V155843,FAM13991,True,3,1,50.8201017,2011
12YT002959,2012,3260,V155843,FAM13991,True,3,2,53.2776711,2011
12YT002959,2012,3340,V103142,FAM00460,True,3.1,1,69.8106132,.
12YT002959,2012,3340,V103142,FAM00460,True,3.1,2,77.1807934,.
12YT002959,2012,3340,V155820,FAM12533,True,2.8,1,68.8034662,2011
12YT002959,2012,3340,V155820,FAM12533,True,2.8,2,65.7894605,2011
12YT002959,2012,3340,V155842,FAM13982,True,2.4,1,66.7940795,2011
12YT002959,2012,3340,V155842,FAM13982,True,2.4,2,67.1289525,2011
12YT002959,2012,3340,V155843,FAM13991,True,3,1,73.7184563,2011
12YT002959,2012,3340,V155843,FAM13991,True,3,2,74.723224,2011
12YT002960,2012,2200,V103142,FAM00460,True,3.1,1,72.6534649,.
12YT002960,2012,2200,V103142,FAM00460,True,3.1,2,71.174046,.
12YT002960,2012,2200,V103154,FAM15540,True,2.9,1,65.5925813,.
12YT002960,2012,2200,V103154,FAM15540,True,2.9,2,76.4079981,.
12YT002960,2012,2200,V155820,FAM12533,True,2.8,1,70.7785032,2011
12YT002960,2012,2200,V155820,FAM12533,True,2.8,2,71.6268383,2011
12YT002960,2012,2200,V155843,FAM13991,True,3,1,65.9241829,2011
12YT002960,2012,2200,V155843,FAM13991,True,3,2,68.6291895,2011
12YT002960,2012,2260,V103142,FAM00460,True,3.1,1,52.607925,.
12YT002960,2012,2260,V103142,FAM00460,True,3.1,2,51.8272486,.
12YT002960,2012,2260,V103154,FAM15540,True,2.9,1,42.3319929,.
12YT002960,2012,2260,V103154,FAM15540,True,2.9,2,50.8201017,.
12YT002960,2012,2260,V155820,FAM12533,True,2.8,1,43.6716336,2011
12YT002960,2012,2260,V155820,FAM12533,True,2.8,2,45.0136535,2011
12YT002960,2012,2260,V155843,FAM13991,True,3,1,41.9971199,2011
12YT002960,2012,2260,V155843,FAM13991,True,3,2,52.607925,2011
12YT002960,2012,2450,V103142,FAM00460,True,3.1,1,74.5702114,.
12YT002960,2012,2450,V103142,FAM00460,True,3.1,2,74.7681315,.
12YT002960,2012,2450,V103154,FAM15540,True,2.9,1,74.5502856,.
12YT002960,2012,2450,V103154,FAM15540,True,2.9,2,90.3589087,.
12YT002960,2012,2450,V155820,FAM12533,True,2.8,1,43.5977296,2011
12YT002960,2012,2450,V155820,FAM12533,True,2.8,2,66.3847077,2011
12YT002960,2012,2450,V155843,FAM13991,True,3,1,74.752518,2011
12YT002960,2012,2450,V155843,FAM13991,True,3,2,72.6561415,2011
12YT002960,2012,3260,V103142,FAM00460,True,3.1,1,44.4546892,.
12YT002960,2012,3260,V103142,FAM00460,True,3.1,2,47.2471316,.
12YT002960,2012,3260,V103154,FAM15540,True,2.9,1,46.9122586,.
12YT002960,2012,3260,V103154,FAM15540,True,2.9,2,39.9877331,.
12YT002960,2012,3260,V155820,FAM12533,True,2.8,1,46.3532943,2011
12YT002960,2012,3260,V155820,FAM12533,True,2.8,2,35.5183978,2011
12YT002960,2012,3260,V155843,FAM13991,True,3,1,46.6881673,2011
12YT002960,2012,3260,V155843,FAM13991,True,3,2,36.8604177,2011
12YT002960,2012,3340,V103142,FAM00460,True,3.1,1,75.2821883,.
12YT002960,2012,3340,V103142,FAM00460,True,3.1,2,84.8882258,.
12YT002960,2012,3340,V103154,FAM15540,True,2.9,1,75.058097,.
12YT002960,2012,3340,V103154,FAM15540,True,2.9,2,75.6170613,.
12YT002960,2012,3340,V155820,FAM12533,True,2.8,1,68.8034662,2011
12YT002960,2012,3340,V155820,FAM12533,True,2.8,2,65.6761509,2011
12YT002960,2012,3340,V155843,FAM13991,True,3,1,70.1454862,2011
12YT002960,2012,3340,V155843,FAM13991,True,3,2,78.8576863,2011
12YT002961,2012,2200,V103142,FAM00460,True,3.1,1,67.7557241,.
12YT002961,2012,2200,V103142,FAM00460,True,3.1,2,69.7312072,.
12YT002961,2012,2200,V103150,FAM00505,True,3.4,1,70.5383523,.
12YT002961,2012,2200,V103150,FAM00505,True,3.4,2,83.4117808,.
12YT002961,2012,2200,V103154,FAM15540,True,2.9,1,71.7205194,.
12YT002961,2012,2200,V103154,FAM15540,True,2.9,2,70.5612521,.
12YT002961,2012,2200,V155843,FAM13991,True,3,1,67.426353,2011
12YT002961,2012,2200,V155843,FAM13991,True,3,2,73.8745916,2011
12YT002961,2012,2260,V103142,FAM00460,True,3.1,1,55.9593317,.
12YT002961,2012,2260,V103142,FAM00460,True,3.1,2,44.0090345,.
12YT002961,2012,2260,V103150,FAM00505,True,3.4,1,49.5937706,.
12YT002961,2012,2260,V103150,FAM00505,True,3.4,2,51.044193,.
12YT002961,2012,2260,V103154,FAM15540,True,2.9,1,64.7823135,.
12YT002961,2012,2260,V103154,FAM15540,True,2.9,2,56.4049864,.
12YT002961,2012,2260,V155843,FAM13991,True,3,1,62.5488355,2011
12YT002961,2012,2260,V155843,FAM13991,True,3,2,47.8060959,2011
12YT002961,2012,2450,V103142,FAM00460,True,3.1,1,91.8082902,.
12YT002961,2012,2450,V103142,FAM00460,True,3.1,2,75.866283,.
12YT002961,2012,2450,V103150,FAM00505,True,3.4,1,78.1827358,.
12YT002961,2012,2450,V103150,FAM00505,True,3.4,2,81.0038773,.
12YT002961,2012,2450,V103154,FAM15540,True,2.9,1,71.0709967,.
12YT002961,2012,2450,V103154,FAM15540,True,2.9,2,76.2398181,.
12YT002961,2012,2450,V155843,FAM13991,True,3,1,78.0805787,2011
12YT002961,2012,2450,V155843,FAM13991,True,3,2,81.5841058,2011
12YT002961,2012,3260,V103142,FAM00460,True,3.1,1,51.1575026,.
12YT002961,2012,3260,V103142,FAM00460,True,3.1,2,41.4381556,.
12YT002961,2012,3260,V103150,FAM00505,True,3.4,1,50.4852287,.
12YT002961,2012,3260,V103150,FAM00505,True,3.4,2,47.4712229,.
12YT002961,2012,3260,V103154,FAM15540,True,2.9,1,48.3650602,.
12YT002961,2012,3260,V103154,FAM15540,True,2.9,2,40.8791912,.
12YT002961,2012,3260,V155843,FAM13991,True,3,1,46.5773856,2011
12YT002961,2012,3260,V155843,FAM13991,True,3,2,36.0773621,2011
12YT002961,2012,3340,V103142,FAM00460,True,3.1,1,69.2516489,.
12YT002961,2012,3340,V103142,FAM00460,True,3.1,2,72.6030555,.
12YT002961,2012,3340,V103150,FAM00505,True,3.4,1,83.1004024,.
12YT002961,2012,3340,V103150,FAM00505,True,3.4,2,78.1854124,.
12YT002961,2012,3340,V103154,FAM15540,True,2.9,1,73.0487103,.
12YT002961,2012,3340,V103154,FAM15540,True,2.9,2,76.4001169,.
12YT002961,2012,3340,V155843,FAM13991,True,3,1,69.2516489,2011
12YT002961,2012,3340,V155843,FAM13991,True,3,2,70.0321766,2011
12YT002962,2012,2240,V103142,FAM00460,True,3.1,1,53.6062986,.
12YT002962,2012,2240,V103142,FAM00460,True,3.1,2,47.7870623,.
12YT002962,2012,2240,V103150,FAM00505,True,3.4,1,51.2534143,.
12YT002962,2012,2240,V103150,FAM00505,True,3.4,2,56.7481867,.
12YT002962,2012,2240,V103154,FAM15540,True,2.9,1,53.5194577,.
12YT002962,2012,2240,V103154,FAM15540,True,2.9,2,54.2695019,.
12YT002962,2012,2240,V155843,FAM13991,True,3,1,56.503426,2011
12YT002962,2012,2240,V155843,FAM13991,True,3,2,50.6612898,2011
12YT002962,2012,2260,V103142,FAM00460,True,3.1,1,49.4806097,.
12YT002962,2012,2260,V103142,FAM00460,True,3.1,2,55.4003674,.
12YT002962,2012,2260,V103150,FAM00505,True,3.4,1,37.4170028,.
12YT002962,2012,2260,V103150,FAM00505,True,3.4,2,49.704701,.
12YT002962,2012,2260,V103154,FAM15540,True,2.9,1,47.6927863,.
12YT002962,2012,2260,V103154,FAM15540,True,2.9,2,46.0184213,.
12YT002962,2012,2260,V155843,FAM13991,True,3,1,40.4335365,2011
12YT002962,2012,2260,V155843,FAM13991,True,3,2,50.4852287,2011
12YT002962,2012,2450,V103142,FAM00460,True,3.1,1,93.3378212,.
12YT002962,2012,2450,V103142,FAM00460,True,3.1,2,73.5719865,.
12YT002962,2012,2450,V103150,FAM00505,True,3.4,2,80.6327214,.
12YT002962,2012,2450,V103154,FAM15540,True,2.9,1,70.5352296,.
12YT002962,2012,2450,V103154,FAM15540,True,2.9,2,67.7029355,.
12YT002962,2012,2450,V155843,FAM13991,True,3,1,68.107549,2011
12YT002962,2012,2450,V155843,FAM13991,True,3,2,69.4947738,2011
12YT002962,2012,3260,V103142,FAM00460,True,3.1,1,33.6199415,.
12YT002962,2012,3260,V103142,FAM00460,True,3.1,2,41.7730286,.
12YT002962,2012,3260,V103150,FAM00505,True,3.4,1,42.8911059,.
12YT002962,2012,3260,V103150,FAM00505,True,3.4,2,42.8911059,.
12YT002962,2012,3260,V103154,FAM15540,True,2.9,1,38.4241498,.
12YT002962,2012,3260,V103154,FAM15540,True,2.9,2,36.0773621,.
12YT002962,2012,3260,V155843,FAM13991,True,3,1,31.3864634,2011
12YT002962,2012,3260,V155843,FAM13991,True,3,2,34.4029971,2011
12YT002962,2012,3340,V103142,FAM00460,True,3.1,1,60.3153574,.
12YT002962,2012,3340,V103142,FAM00460,True,3.1,2,65.2304962,.
12YT002962,2012,3340,V103150,FAM00505,True,3.4,1,74.8365336,.
12YT002962,2012,3340,V103150,FAM00505,True,3.4,2,74.8365336,.
12YT002962,2012,3340,V103154,FAM15540,True,2.9,1,67.4638255,.
12YT002962,2012,3340,V103154,FAM15540,True,2.9,2,68.6926845,.
12YT002962,2012,3340,V155843,FAM13991,True,3,1,62.9970181,2011
12YT002962,2012,3340,V155843,FAM13991,True,3,2,64.8954745,2011
12YT002964,2012,3130,V052885,FAM11178,False,3.1,1,62.2139625,.
12YT002964,2012,3130,V052885,FAM11178,False,3.1,2,59.3107384,.
12YT002964,2012,3130,V052928,FAM11180,False,3.1,1,72.8246189,.
12YT002964,2012,3130,V052928,FAM11180,False,3.1,2,49.0348062,.
12YT002964,2012,3130,V052971,FAM11177,False,3.1,1,67.3530438,.
12YT002964,2012,3130,V052971,FAM11177,False,3.1,2,70.3670496,.
12YT002964,2012,3130,V053001,FAM11177,False,3.1,1,71.8199999,.
12YT002964,2012,3130,V053001,FAM11177,False,3.1,2,56.853169,.
12YT002964,2012,3130,V053022,FAM11177,False,3.1,1,58.9758654,.
12YT002964,2012,3130,V053022,FAM11177,False,3.1,2,64.5606014,.
12YT002964,2012,3130,V053028,FAM11161,False,3.1,1,70.2562679,.
12YT002964,2012,3130,V053028,FAM11161,False,3.1,2,59.8697027,.
12YT002964,2012,3130,V053031,FAM11161,False,3.1,1,67.1289525,.
12YT002964,2012,3130,V053031,FAM11161,False,3.1,2,53.0561077,.
